prol_id,choice,fr_why_first_over_second,fr_why_second_over_third,coder,Nonsensical? (1 = yes; 0 = no),Propensity for intentional fraud/system abuse/gaming (including both “this method is better because it does that less” and “this method is worse because it does that more”) by either the applicants or the people allocating the funds,"Ability to help the neediest targets, and/or underserved groups","Extent to which the method requires personal resources, speed of finding out about the program, etc.",Amount of bias/discrimination/level playing field,Extent to which the method(s) allow for or reward applicant effort,Randomness is bad (general) and/or randomness is bad because the funding agency didn’t make enough of an effort to think of a better system,Considers relevant/appropriate factors,Women - mentioned,Racial/ethnic minorities - mentioned,Other reasons,Comments on other reasons
5f487aeef92292234068b342,pf,"I feel like having a point based system will help get the money where it's needed the most. A business with a higher point system could have applied at a later point than a business that is in less need. In the first-come system, the business that needs the loan more might not get the funding.",Lottery is all about chance. Something like this should not be left up to chance.,X,0,0,1,0,0,0,1,0,0,0,0,
5dbd1569f8223b28d73ed6ae,lf,"Because it does not rely on human judgement, nor on their possible biases.","First come, first serve is, again, a way to avoid human bias. A points system is open to those biases, insofar as someone has to decide what the points are given for, and the allotting and tallying of the points is open to human preference and tampering. A human would also have to decide what constitutes ""more damage"" for a business. It's also biased against younger businesses, and businesses not owned by women.",X,0,0,0,0,1,0,0,0,1,0,0,
5ea716ca0f570b098f14e459,pl,Gives slower needy businesses a chance. Lotteries are inherently unfair.,"Businesses with more money and employees can devote mre time to non business functions, including the application process.",X,0,0,1,1,0,0,1,0,0,0,0,
5eb960c022781303ab1ca871,pl,There are a lot of different factors that factor into why a business should be getting the loan instead of the other. I think that appointment system would help identify the reasons why each business should be getting the money that they’re getting rather than a lottery were literally anyone could win.,I think that if it was first come first serve it would be a little bit more unfair because people don’t always have access to the latest and greatest things to put them on top of that list or to have access faster than other people. If that makes sense? I think that a general lottery would make it more fair in retrospect.,X,0,0,0,1,0,0,0,0,0,0,0,
5ca24832cc13cf0017659a7a,pl,"It recognizes the businesses that need the most help - there are some businesses that are doing better and need less help, so why waste resources?","First-come first-served is fair to a point but also sort of wasteful - it rewards those who are faster, ignoring true need.",X,0,0,1,1,0,0,0,0,0,0,0,
5fe3efa1a5df2d1623134ba8,lp,"A lottery makes the process the most fair. Criteria that is used in the point system can be subjective. I also believe in this day gender, race, and other uncontrollable criteria should not be a reason someone receives assistance over another. First-come first serve is also not as fair because a much smaller business with fewer employees may not have had the chance to file early because of the amount of responsibilities the few employees have.","I think it is more fair than first-come first-served because of the reason I listed above. I do not agree with all the criteria proposed, but I think it is more fair to have all the applications evaluated rather than just the first 500 who were able to apply.",X,0,0,0,1,1,0,0,0,1,1,0,
5ce42b3454e33d001918923a,pf,"The points system seems more fair because an actual algorithm can be applied using the points acquired as data. Since women have less chance of surviving they should get more points. First come method seems very unfair, like a ""bums rush"" approach and may leave out more deserving businesses in favor of ones that can move fastest! A lottery is totally random and so is inherently unfair.",A lottery is totally random and so is inherently unfair.,X,0,0,0,1,0,0,1,1,1,0,1,The points system seems more fair because an actual algorithm can be applied using the points acquired as data.
5fd74a4ea3e722000bcdaa33,fp,Who Come first then he is the most active person among them. so he or the method should take the priority.,The lottery system is worse system than the points system.,X,0,0,0,0,0,1,0,0,0,0,0,
5f58fbdfd613220ce947d61a,pl,I think the point system shows a better scope of the need a business has.  This includes how much capital is at their disposal to help rebuild and if the owner is from any minority group that may have faced systemic racism.,First come first served could be tilted in favor of business with greater resources.  Larger businesses could have been altered to this program faster than small businesses and thus take revenue away from groups with a much higher need.,X,0,0,1,1,0,0,0,0,0,1,0,
5fc838109e99f3178d83db35,lf,The lottery method is blind to all the other considerations.,It is weighted toward businesses owned by women. Everyone should get equal consideration.,X,0,0,0,0,1,0,0,0,1,0,0,
5ed8cf4782a6eb04ddf9962d,pl,It looks more reliable because the businesses are evaluated.,It gives a chance to everyone instead of just businesses who applied first.,X,0,0,0,0,1,0,0,0,0,0,0,
5fe293a64a329d6907474fdd,lp,because there is no scope of bias and better than first come first served,because it may create injustice to the businessmen,X,0,0,0,0,1,0,0,0,0,0,0,
5da883c13b410d0017c55b0f,pl,I do not think the money is being distributed fairly. I believe that the money should be distributed equally between all businesses that apply for a loan regardless of whether they are minority owned or in business longer than others.,"I don't think a lottery or a first-come first-served basis is fair. I believe everyone who applies should get help, even if it means fewer dollars to go around.",X,0,0,0,0,1,0,0,1,0,1,0,
5f714856b7aaed7855dd2499,pl,First come first serve and lottery do not guarantee those needing the assistance most will receive the help. At least with the points based system there are criteria that need to be met in order to receive the funding.,first come first serve does not mean that those who need it will even be seen it means those who know about it and have the time will be there first.,X,0,0,1,1,0,0,0,0,0,0,0,
5dd4189ef30aa640b4e9c094,pl,A point system allows the community to show what they value and reward those values.,"A lottery is not necessarily more fair, though it does allow all those seeking aid an opportunity to apply.",X,0,0,0,0,1,0,0,0,0,0,1,A point system allows the community to show what they value and reward those values.
59ff47d47ecfc50001be0555,fp,It's unbiased so who ever is selected there was no prejudice.,There is no rhyme or reason to it,X,0,0,0,0,1,0,0,0,0,0,0,
5dcae5f05b73eb7c6150d33f,pf,each business has an opportunity to gain points,because its random and does really take anything into account,X,0,0,0,0,1,0,1,1,0,0,0,
5994ce3dc825cf0001d7dd2d,pl,"Because they are giving points to people that have been around longer and proven themselves, as well as having more covid damage, and are women.  Since reading about how women are discriminated against, I liked this option the best","They were all good options, don't get me wrong!  I just think that sometimes the best people are the last to know about something like this, and why should they suffer?",X,0,0,1,1,0,0,0,0,1,0,0,
5ec442be696044312e230721,pf,because there has to be some kind of criteria to select the business,because i believe who ever comes to get something has to get the sevice,X,0,0,0,0,0,1,1,0,0,0,0,
5f99ffc73de0c0079c00bd00,fp,because it allows businesses who actually care about their company to show their interest by coming in first and applying before others for a grant or loan.,Because a lottery is just random,X,0,0,0,0,0,1,1,0,0,0,0,
5dd39fe1428d61389d95ca1a,lf,Because no one is favored.  There should be equal chance,I would be concerned about subjectivity in this case.,X,0,0,0,0,1,0,0,0,0,0,0,
57d435c8ca054400014bac35,pf,Minorities and businesses that are hardest hit have an advantage.,They're about equally unfair. I had to put them in some order.,X,0,0,1,0,0,0,0,0,0,1,0,
5fc0efff6c7e76049a4c7943,lp,"With how the pandemic has effected small businesses, I feel some small businesses don’t have adequate employees to make application for funding a top priority when they might have customers to take care of to try to keep some money coming in.",I feel the point system takes into account how the businesses overall have contributed to local economy better than who can file faster for funding.,X,0,0,0,1,0,0,0,1,0,0,1,the point system takes into account how the businesses overall have contributed to local economy better than who can file faster for funding.
5608a73fd7def20012b7389d,pl,It takes into count factors that indicate a business may especially need the funds,I believe first come first served doesn't necessarily correlate with who is deserved so a lottery is preferable,X,0,0,1,0,0,0,0,0,0,0,0,
5f7cfe8edd75001c4eb45861,fl,I think it is the fairest way to decide. Race and length of ownership should not come into consideration.,"I think a points system is unfair because it focuses on race, gender, minority status, and other factors that shouldn't really matter in a free society. A lottery is a more balanced way of deciding and everyone gets a fair shot at the help.",X,0,0,0,0,1,0,0,0,1,1,0,
5f03aea0f011a230a00814fd,pf,"Each business Is affected differently. If we just go by random, then the ones affected the most may not get the right help or any help at all.",If you are truly affected and know to apply. Then you must be afflicted much more than the ones who haven't applied,X,0,0,1,0,0,1,1,0,0,0,0,
5f113ec4c304894ad573296c,pf,It is able to assess those who have been serving the community longer and had a viable stake in the market in the first place,"Those that are motivated to apply need to be rewarded and not those that just sit back and expect the funding with little effort,",X,0,0,0,0,0,1,1,1,0,0,1,P is able to assess those who have been serving the community longer and had a viable stake in the market in the first place
5fcd5702bf39b61f76011cd0,pl,The points system is the only option that actually takes into consideration who needs the most help.,The lottery is more fair than first-come first served because everyone has an equal shot at being chosen as opposed to just lucky timing.,X,0,0,1,0,1,1,0,0,0,0,0,
5c8474f01b699a00011c34f8,pf,I believe it will focus more in who need it the most,I don't think it is a fair system,X,0,0,1,0,0,0,0,0,0,0,0,
5de96ccf7aeafe09d7e8a74a,pf,These businesses seem to have the most damage business wise. The point system would rate this based on the worst off instead of a business that could still be doing well and get relief when someone else is not doing as well would deserve it a lot more. This system keeps it more fair.,A lottery is just random and based on nothing tangible. The luck of the draw in theory could give out more relief to mostly people who aren’t in critical need as someone else with real problems.,X,0,0,1,0,0,0,1,1,0,0,0,
56721761980a3c0011277389,pf,This will help the women owned businesses.,The businesses should have to put in some work in order to get funds.,X,0,0,0,0,0,1,0,0,1,0,0,
5fd3e069810e220f5067ce94,fp,The COVID-19 pandemic has been really challenging for small businesses. so they need financial support.,Covid-19 makes it very difficult for small businesses to operate. So the government has to give grants to small businesses through lottery.,X,1,,,,,,,,,,,
5f3e9f121e84430ec9310a7b,pf,Points based on need should be a priority.,Coming to get help first shows their need better than a lottery.,X,0,0,1,0,0,1,0,0,0,0,0,
5d44ea38d7d4b80015384976,pl,Because politicians have family or self owned businesses and they always serve themselves first.  Other businesses who may have been harder hit may not even be considered.,This seems more fair than giving money to the first 50 family owned (by politicians) businesses that apply.,X,0,1,0,0,0,0,0,0,0,0,0,
5825ecee95f3030001cf889a,pl,"It helps to achieve outcome-oriented goals related to equity, fairness, and justice.",First-come first-served doesn't make any sense--why should someone get a grant just because they happened to hear about it before anyone else?,X,0,0,0,1,0,0,0,0,0,0,1,"P helps to achieve outcome-oriented goals related to equity, fairness, and justice."
5ef035131f1b2a546b44c391@email.prolific.co,pf,"It hopefully provides a little more objectivity to the evaluation process.  Also, decisions are made on some data that is located rather than the selection being totally random or based on first come, first served.","A lottery leaves it all to chance.  With first come, first served, if a business is really needing help, it will make the time and take the effort to apply for relief as soon as possible.",X,0,0,1,0,0,1,1,0,0,0,0,
5fe351df46872ef72e9ed4e7,pl,It seems to me that points based on need would be the most fair.,Everyone has the same chance,X,0,0,1,0,1,0,0,0,0,0,0,
5fa1da0b8810903802fc6390,pf,I think the businesses that need it the most should get it first. It shouldn't be based on when you applied or signed up. Its more important to help the businesses who are struggling the most.,A lottery is just a luck based system. There is not rhyme or reason for it. I think if a points system isn't possible the next best thing would be to give it based on when a business applied. This shows responsibility in the business. It shows they are being proactive.,X,0,0,1,0,0,1,1,0,0,0,0,
5ce2f6723f8060000109feab,pf,I think the financial help would go to those who need it most,I think the first people to apply are usually the most motivated so that deserves some points,X,0,0,1,0,0,1,0,0,0,0,0,
5e1797da928b15062260e30e,lf,"A lottery is best because government employees can't determine which small businesses would ""make the most"" out a a small business loan.  Nor which small businesses are the most deserving to get one.  Lottery is better than first come first serve because ""getting in line first"" is a stupid way of prioritizing who should get small business loans.",Government is way too political to fairly assign points.,X,0,1,0,0,0,0,0,0,0,0,0,
5f33f5c671dbfc2622aecda4,pf,"The other two systems of distribution (lottery and first-come) are an admission that there is not enough help to go round. So the most in need who don't win the lottery or didn't apply early, will receive no help.","First-come, first-served is a fair way-until the resources/help runs out.Then once again those in most need who didn't apply early will receive no help. As for the lottery-it's still an option but it's a last resort for a small amount of resources.",X,0,0,1,1,0,0,0,0,0,0,0,
5e5b044f52cf7730575d3dcd,pl,takes into account multiple factors,first in line could be someone who paid to get there,X,0,1,0,0,0,0,0,1,0,0,0,
5cd393e40ced9200010b2e9c,pf,simply put the businesses who were affected most should be taken care of before anyone else,if you apply early you should be taken care of before others if your business needs it,X,0,0,1,0,0,1,0,0,0,0,0,
5c237be889f035000173c96c,pl,"The lottery and first come, first served are too random. At least the point system has some semblance of rating need. Not perfect, but the better system.","Perhaps a bit more fair, less chance than local favoritism coming into play.",X,0,1,1,0,0,0,1,1,0,0,0,
5fd6085778adf949668babe9,fl,I  think that lotteries are more fair than a first-come first-serve solution to ultra Keep the system 1) by merit or points then 2) by lottery.,"The principle of first-come-first-served is simple, and it's fair",X,1,,,,,,,,,,,
59894fbbda239a0001fb8e16,pl,some have had a harder time than other businesses because of the type of business they have and others are not as affected by the virus,some might not have heard about it and that should not be a reason to deny them or put them last on the list.,X,0,0,1,1,0,0,0,0,0,0,0,
5edae7d8d517f50009cbac62,fl,"Because those businesses are the most informed about business opportunities, this probably will translate their the business success.",I think there is too much going on to give a fair assessment with the points system.,X,0,0,0,1,0,0,0,0,0,0,0,
5fe27a64d8918b64e1d3047b,fl,first is the most fair way for the government small buisseness,i think a lottery is  ore fair than a point  contribute,X,1,,,,,,,,,,,
5f992574452e4e251367ab0f,fl,It is not possible to help him if he does not come first.,Lottery Good luck and can help many people together through lottery.,X,1,,,,,,,,,,,
5fbe98e0e2bc9703bfd640d7,pl,"one of the hardest things to do is ask for help. people who are deserving may not be asking for help because they feel they don't deserve it. life anecdote: I grew up where a poor family living in apartments are not on food stamps, but the ""rich"" family in the massive house are on food stamps.",a random selection of people asking for help is more fair than a selection of people who got something done fastest. not everyone has access to computers and may be working or dealing with children when the time to get it in is.,X,0,0,1,1,0,0,0,0,0,0,0,
5d34de398f657e00150dd0d5,pf,The points system will help those most who need help the most.,"It at least rewards the quick response, as opposed to just being random.",X,0,0,1,0,0,1,1,0,0,0,0,
5dcefcd0307b8d05031d7264,lf,The other methods can be abused by business owners.,The points system has the highest chance of being abused if business owners lie about the extent of damages.,X,0,1,0,0,0,0,0,0,0,0,0,
5fe3dea099e7cf136c725b50,fl,Because everyone can benefit more from it.,Because it is more important than that.,X,1,,,,,,,,,,,
5c101f812a1a620001f04007,lf,A lottery gives EVERYONE a fair chance.,"I think a small business that has not been around for awhile should be able to be in competition.  That owner may have invested his life savings and should be able to have a chance.  Also, just because it is owned by a woman should not give it points.  A business owner is a business owner, period.",X,0,0,0,0,1,0,0,0,1,0,0,
5f5023517ef2f019cf3ebb57,fl,In this case it doesn't matter what race you are.,This also is a random method so race does not come up.,X,0,0,0,0,1,0,0,0,0,1,0,
5f46be13586c8007a2849fcd,pf,A points system makes it fair for more businesses to qualify based on a range of situations.,A lottery does not take into account what businesses are about. Those businesses that are essential to communities have a greater chance of being shut out based on this system.,X,0,0,0,0,0,0,0,1,0,0,1,can help those essential business in community
5bd893be30bfa90001efc6ce,lf,so all who apply will have a fair chance of being helped,because it is slow  system in getting help to those who need it the most,X,0,0,1,0,1,0,0,0,0,0,0,
5fb3401e742c43a7c7397e36,fp,"I feel that is fair because they are the ones that are paying attention. If you decide to sign up late, than I feel that is your own fault.",I feel that the point system is more fair because they are tracking the points based on how the business is.,X,0,0,0,0,0,1,0,0,0,0,1,point system is more fair because they are tracking the points based on how the business is.
5f21f8a46a97191e94a4d08c,lf,I think firstCome first serve is more fair than the lottery because the people that apply first probably need it more,Because who applies first should get it first,X,0,0,1,0,0,1,0,0,0,0,0,
5ea9827240571b08ad6a34d3,pf,"This way, the businesses that do need the help will be way more likely to get that help.","Businesses are being rewarded for being aware of the government help and proactive in applying for aid, rather than having it be entirely random.",X,0,0,1,0,0,1,1,0,0,0,0,
5dd7df825a40f277ae539f36,lf,"Because a lottery is totally random, no bias",because giving more points to minorities is not fair,X,0,0,0,0,1,0,0,0,0,1,0,
5edceace34669404354ab615,pf,Because a first come first serve might mean a business doesn't need the money as much as another business. The same goes for the lottery. It should be based on business damage and so forth.,"The lottery means a business who deserves help might not get it, where another business who doesn't need as much help might get it.",X,0,0,1,0,0,0,1,0,0,0,0,
5966886dee2508000108b02c,lp,Everyone in a lottery has a fair shot. I think this could make it more fair like everyone has the same chance to win.,The points system helps to make it more just and equitable for minorities.,X,0,0,0,0,1,0,0,0,0,1,0,
5edd97e2fd7ffeabca19907a,pf,It gives value to specific characteristics of the business that is not taken into account with the other essentially random methods.,"It is totally based on chance, with no attention to any positive values of the business(such as being diligent about getting application in as soon as possible).",X,0,0,0,0,0,1,1,1,0,0,0,
5c9293accd8dd00001d0b129,pl,because certain minorities have a harder time pivoting their business to react to COIVD because that takes money and minorities have less credit hisotry.,first cone first served is not a good way to go. people who get on line or submit earlier are not more worthy automatically,X,0,0,1,0,0,0,0,0,0,1,0,
5fd3e04162a6810ed9ab4041,pf,The COVID-19 pandemic has been really challenging for small businesses. so they need financial support.,Covid-19 makes it very difficult for small businesses to operate. So the government has to give grants to small businesses through lottery.,X,0,0,1,0,0,0,0,0,0,0,0,
5fc943bdee0fb0401817c36f,pl,"The points system uses a metric to determine the most deserving businesses. I do not agree with all of the qualifications, but I think businesses that have been impacted by COVID should receive aid.",First-come first-served caters to people who are more informed or technically savvy. It does not take into account the damage done from COVID.,X,0,0,1,1,0,0,0,0,0,0,0,
5af09ff00eca060001b1379c,pf,"I think the exact needs of the business can be looked at. The total affect of COVID - 19 on the business financially, employees sick/hospitalized/quarantining/died; shipping delays, increased prices for supplies, etc. can all be taken into account.",I think the businesses that are more in need will ask for help first and others may ask for help when they aren't in as much need as the first businesses. The lottery doesn't take into consideration the specific needs of the businesses and is all left up to chance which could leave the most vulnerable without help.,X,0,0,1,0,0,1,0,0,0,0,0,
5fdf9e43c5f99b80dd623650,pf,I think it benefits those who need the most help based off of circumstances,That first come first serve is more appropriate and seems to be a more fair way of doing it,X,0,0,1,0,0,0,0,1,0,0,0,
5f4a835e9e84256238129995,pf,I think that some businesses need more help than others. We should help the businesses with the most troubles first.,A lottery is least fair because it is all based on chance whether or not a business gets help.,X,0,0,1,0,0,0,1,0,0,0,0,
5fe17e28d8918b3fae67ec4d,lp,Yes i believe it's more than a point system it's all about risk vs reward,no i think first come first served is more fair,X,1,,,,,,,,,,,
5f38e87099a44d40b79e5009,lp,A lottery is more fair because everyone has an equal chance regardless of when they applied or who they are run by.,I think first-come first-served is less fair because the first businesses to apply doesn't necessarily have anything to do with who needs the grants more. The people to get money would simply be the ones who applied first.,X,0,0,1,0,1,0,0,0,0,0,0,
5fd2c4b4b1d49d0d9ffa6730,lf,It provides an equal chance to everyone,It favors people based on simply the fact that they are minorities. If that was removed it would be the most fair,X,0,0,0,0,1,0,0,0,0,1,0,
5d96632966dc5d001370d3b5,pf,"Because the points system offers a solution that is given on the basis of merit. If a business needs the money ALOT, they deserve it more than a business that isn't in danger of bankruptcy.","The lottery system gives out the money to anyone, whether they absolutely need it or not (and whether their business is worth aiding in the first place), and the first come first served would allow at least for the people who want it to get it.",X,0,0,1,0,0,1,1,1,0,0,0,
5cbfd2c776a6810001fd29b2,fp,Because anybody who needs it should get it.,Because you can get it if you actually qualify and need it,X,0,0,1,0,0,0,0,0,0,0,0,
5c6319a0b73d590001ae789d,fl,"Based off the options this one was the most fair, if you show up early and apply you have a better chance. The lottery is random but fair to all, and the points based gives preference to peoples skin color. Which should have no value in business.","The points system seems it would take forever to get the help out, it is left up to people to choose certain company's based solely on the fact the owner is a minority.",X,0,0,0,0,1,1,0,0,0,1,0,
5ee6d6e22472a0463a271bd8,lf,"With a lottery, each business has the same chance as the next one. I would be fine with the points system if the businesses have to be minority-owned.","Again the points system would be at the top of my list if it didn't include the requirement that the business be minority-owned. Therefore, first come, first served is fairer.",X,0,0,0,0,1,0,0,0,0,1,0,
5d5162f1b50a1000169da137,fl,Businesses that are more motivated to apply quickly for aid that is available to remain in business and pay their employees are more likely to be successful and use the aid money wisely.,Rewarding victimhood incentivizes people to be victims.,X,0,0,0,0,0,1,0,0,0,0,0,
5f2f03deec679e2cf4a992e6,lf,"I think it is more fair because it doesn't discriminate in any way and it seems to be the fairest of all options that are considered. In reality, going by damage done to the business would be the fairest way, but the one with that criteria also had more points awarded if the business was owned by a women. This, in my mind is discriminatory because there could be a male owned business that really needs the money, but the money could instead go to a female owned business that has suffered less losses simply because they are headed by a female. I think that the best way to do it is to simply look at the losses and the need and make determinations based on that. Then, they can look to make sure that women are being properly represented and perhaps give the funds to a female owned business in some cases when the funds are close in order to distribute things fairly. IE, try to make it fifty fifty if possible.","I think it is the least fair because it takes the sex of the owner into account, opening up the possibility of businesses with more need not getting funding over a business with less need simply because they are not headed by a women. Additionally, the amount of points gained for the business being headed by a women and its overall impact is not discussed so there are to many unknowns there.",X,0,0,1,0,1,0,0,0,1,0,0,
5d16badb7b0154001a282fdb,pl,There's more criteria given within the points system.,The two are really neck and neck to me. Not much of a difference.,X,0,0,0,0,0,0,0,1,0,0,0,
5c8198fcf29fd90001a2b9c9,pf,It would take into consideration the need of the businesses. It seems more fair.,"The first-come, first served approach is better than a lottery because the businesses had to show some initiative to get the money.",X,0,0,1,0,0,1,0,0,0,0,0,
5fb96682a2e58b7e38a6f5d6,pf,Because it takes into account other aspects that determine if a company should get the funds.,Because it is determined purely by chance.,X,0,0,1,0,0,0,1,1,0,0,0,
5fdb7f0df0fc1a90bd4ff9e1,fp,Who came first he/she should give the opportunity to get the help from the government but he must have the business.,The lottery system is relay on Destiny but business is depend on hardworking and proper Management.,X,0,0,0,0,0,0,1,0,0,0,0,
5b048348ffe70f0001a0e25c,pf,It allows for more fair distribution of funds by compensating for systemic racial barriers.,"It's not so much that I favor first come/first served, but if you use a random selection, you must wait until all applications are submitted, which would prevent swift disbursement of funds.",X,0,0,0,0,0,0,1,0,0,1,1,"It's not so much that I favor first come/first served, but if you use a random selection, you must wait until all applications are submitted, which would prevent swift disbursement of funds."
5ecd5388fef6f20969f2cd6b,pf,This means the businesses that get it are the ones that truly need it,this means businesses that dont need it could get it,X,0,0,1,0,0,0,1,0,0,0,0,
5db5607623f23a000a9bc0ca,pf,It gives criteria for small businesses to work on or have and ensures that someone who needs it gets it. It diminishes the chances of corruption.,"It gives everyone a fair, un-random chance if winning, one that is in their control.",X,0,1,1,0,0,0,0,1,0,0,0,
5d84e353a954540015f51437,lp,I just feel as though it seems more fair to everyone to have a drawing. I shouldn't matter how long you've been there. It takes a lot for anyone to open a small business. And  the lottery should take care of the discrimination problem as far as women go.,"I think the first come first served just creates more stress and panic. It also doesn't alleviate the discrimination against women. They say first come,  first served, but would they still weed out the women owned businesses?",X,0,0,0,0,1,0,0,0,1,0,0,
5f5692d4f7035d0e0f491d28,pf,Because you have to filter out those who really need it to those who need it the less.,Yes lottery is least fair because those who are suffering and those who aren't suffering but were added to the lottery and they win is not fair.,X,0,0,1,0,0,0,1,0,0,0,0,
5ac43704a3ba7a0001b498b4,pf,I think the businesses that have been affected the most should be first to be helped. Not necessarily women-owned. That's not as relevant to Covid -19. Businesses that need it most may be stressed and not know about the help until they are already at the back of the line.,"It's not really that fair. What if someone that just has a little damage from Covid-19 and is just a few thousand behind and not in danger of losing their business, gets help vs someone who is $10000 behind and about to lose their business. That doesn't seem fair to me.",X,0,0,1,0,0,0,1,0,1,0,0,
5e0795cbf9bc33000a747571,pl,I like a point based system with criteria as in the example. It keep money from going out to businesses that do not need the relief  as we we saw in the national news recently.,I like a lottery system but have concerns on the functionality.,X,0,0,1,0,0,0,0,0,0,0,0,
5fbb4ac0c9e8fc88d5d43e62,pl,yes.a points system is the most fair way for the government to select which businesses to help..,yes.think a lottery is more fair than first-come first-served. Why do you think first-come first-served is least fair,X,1,,,,,,,,,,,
5dc483cf74939e34e55c3619,lp,"If people are qualified, then the lottery gives each an equal chance of receiving funding. The others depend on more than just qualification (those with most alert bankers or better information, for example).","I think the first-come system benefits the most connected, the most in-the-right-club, the most lawyered and bankered.",X,0,1,0,1,1,0,0,0,0,0,0,
5fbd28543e58c106136711cf,lp,Completely takes the bias out of the equation.,It's not necessarily unfair but can lead to situations where the information is privileged to insiders.,X,0,1,0,0,1,0,0,0,0,0,0,
5a8b61fcf1408d000176b02f,fl,It is just the one that makes the most sense. Most people would not want to be the one to pick and choose who gets what,It is with a draw.  Everyone has a fair chance,X,0,0,0,0,1,0,0,0,0,0,0,
5f8a2f266245d70e62db06da,pl,My reason in choosing this order mostly has to do with thinking about larger companies with more resources and how they are able to throw more time and effort and energy into things like government forms and that might give them an unfair advantage over smaller businesses that don't have the same resources. This seems like the most fair solution out of an incredibly unfair situation.,Because if you have more resources you can probably submit the application quicker. I don't think it's a fair way to assess need.,X,0,0,0,1,0,1,0,0,0,0,0,
5ee3c01c7247c006e9a3f4fd,lf,"I don't think it's the way they SHOULD do it, but giving each small business equal consideration and the same chance of getting assistance is the fairest solution in my opinion.","Let me be clear - I think it's how it SHOULD work, but I don't think it's fairest from an objective standpoint.  Objectively, everyone who requests assistance should be given the same chance of receiving it.  A points system does not give everyone an equal chance to get help.",X,0,0,0,0,1,0,0,0,0,0,0,
5e3f6b251d15101c5251d8b7,pf,"It's the least random method of the three, applying some reasonable criteria.",It's the most random method of the three.,X,0,0,0,0,0,0,1,1,0,0,0,
5f6ac3f62c65e21a96d0a5e1,lf,"It is random, and therefore more ""fair"". However, it is not the method I would choose. I would choose the points based system.",It is least fair but it is the one I would choose for best results.,X,1,,,,,,,,,,,
5fc27b5a13285c0008cc71ab,lp,I believe that a lottery takes all bias out of the equation.,I think a points system could benefit small businesses with nonwhite owners by giving them a bit more of an advantage.,X,0,0,0,0,1,0,0,0,0,1,0,
5f05d81ae130ca08ee2c73b7,fl,Help to the businessman because they are big loss in the covid19,Because decision is basic very special.,X,0,0,1,0,0,0,0,0,0,0,0,
5d8a4a5b57f2f50001906436,pf,"I think the points system takes into account factors which make businesses more in need, so they should get help first.","I actually think this is a toss-up. Both are not as fair as a points-based system, but I would not rank the lottery or first-come, first-served above the points system.",X,0,0,1,0,0,0,0,0,0,0,0,
5caeb61f1903d30016f1b410,pl,"I think this is more fair because the people that aren't doing as well should get more help. To me, this is just common sense.",This is because it is random. First come first serve has nothing to do with how the business is doing and some people might not even be informed to know about it.,X,0,0,1,1,0,0,1,0,0,0,0,
5fdb9bf4e66d7f0008c23f6c,lf,It is random without biased so it is fair. No one is entitled to preferential treatment. Saying that businesses that have been around longer or are minority owned chooses winners. The previous statements said that in the past minorities had less opportunity so older businesses would have taken advantage of that to build there foundation.,"As long as people are alerted at the same time they will all have to make the same decision to apply or not to apply. Again more ""fair"" than picking winners and losers. Furthering previous discrimination",X,0,0,0,0,1,0,0,0,0,1,0,
5eed22ef1537c7128cca6aaa,pl,The point system actually takes into account which businesses need financial support more than others.,"I think the lottery is nearly equally in line with first come first serve. However, it faves every business considered a more fair chance.",X,0,0,1,0,1,0,0,0,0,0,0,
5f9310b5c848c0098b27db59,fl,I believe it’s fair because if a small business  is in need of help they should seek out assistance immediately. The sooner they apply the more it shows how serious they are in resolving financial issue.,In the scenario all business apply for assistance at the same time I believe the most fair way to choose who receives help is a lottery.,X,0,0,1,0,0,1,0,0,0,0,0,
598ba20f716a2c000187ce01,pl,"The money needs to go to people who need it first. Out of the three, the points-based system is the only one that allows for this.",First-com is almost as bad as using the market to decide who can buy what. The people with the most resources or prior knowledge will get in line first but they are not usually the most deserving.,X,0,0,1,1,0,0,0,0,0,0,0,
5e29ff40b053a102517e41ff,pl,I think a points system is more fair than the other methods since the other methods have to do with random variants and not taking into account anything else.,"A lottery is more fair than the FCFS method since it is randomized, as in comparison the FCFS method deals with who comes first and last",X,0,0,0,0,0,0,1,1,0,0,0,
5fe202526a3657d13dda4ae6,pf,I think the point system is the best way to get financial support because there may be some hesitation about the lottery.,"I think the point system is better than the lottery, it will not have people's questions",X,0,0,0,0,0,0,0,0,0,0,1,"I think the point system is better than the lottery, it will not have people's questions"
5fe553d1fd62fb321058d6b8,pl,I think is better because most businesses have suffered for long financially and have been seeking for help even before the pandemic,Most people who are affected for so long applied for lottery long ago,X,0,0,0,0,0,0,0,0,0,0,1,P is better because most businesses have suffered for long financially and have been seeking for help even before the pandemic
5de8734b44b3127e513ae247,pl,"Because I feel that it can get aid to businesses that are more in need, minorities and female business owners, than a lottery or first come first serve.",Because some people may not have the ability or resources to get to places first. The first come first serve model caters to those with money and resources to get aid first.,X,0,0,1,1,0,0,0,0,1,1,0,
5f1b393d97ebc70d80a26748,pl,"it is more inclusive and give those dealing with barriers, like gender, a better chance of survival","it levels the playing field more....businesses with more resources, like lawyers and accountants, are already doing better than those without, those buisineses would likely be alerted to government relief programs and those without such staff, would be finding out when it's likely too late",X,0,0,0,1,1,0,0,0,1,0,0,
