StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prol_id,jw_scale_1,jw_scale_2,jw_scale_3,jw_scale_4,jw_scale_5,jw_scale_6,jw_scale_7,jw_scale_8,raceeth,Q35,Q34,w_rankfair_1,w_rankfair_2,w_rankfair_3,m_rankfair_1,m_rankfair_2,m_rankfair_3,pf_fr_1,pf_fr_2,pf_time,pl_fr_1,pl_fr_2,pl_time,lp_fr_1,lp_fr_2,lp_time,lf_fr_1,lf_fr_2,lf_time,fl_fr_1,fl_fr_2,fl_time,fp_fr_1,fp_fr_2,fp_time,legup_w,legupimp_w,legupnimp_w,m_outcomes,Q38,Q37,Q45,Cond,Create New Field or Choose From Dropdown...,first_choice
2020-12-28 08:51:03,2020-12-28 08:54:51,IP Address,136.32.139.47,100,228,True,2020-12-28 08:54:52,R_3ffLmA9Gz2FCh7a,,,,,39.0352935791015625,-94.46360015869140625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5cd062370081a60017789079,2,4,4,2,3,Strong agreement = 6,3,3,White,Democrat,Very Liberal,1,3,2,,,,,,,,,,"The random aspect of it ensures a fair process. ","Those who might get advance notice from an inside source might have an application prepared to submit immediately, getting an advantage over other businesses. ",Use a lottery even if it takes 2 weeks longer to get money to businesses than a points system,,,,,,,,,,Yes they should receive an advantage,Somewhat important,,,64130,I don't think the researcher cared which method I said was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 08:49:48,2020-12-28 08:55:49,IP Address,8.9.87.125,100,361,True,2020-12-28 08:55:50,R_2chX1R578AvBcw7,,,,,43.220703125,-77.5991973876953125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5ddb1b1e929d5da850164610,2,4,4,3,2,Strong agreement = 6,3,2,White,Democrat,Liberal,,,,2,3,1,,,,It takes into account the need of each business.,Some businesses might not be able to apply quickly but that doesn't mean they need the help less. A lottery would give all businesses the same shot.,Use a points system even if it takes 1 month longer to get money to businesses than a lottery,,,,,,,,,,,,,,,,I don't understand this question. How minority-owned businesses would do in WHAT? In general during the pandemic? In a point-based system? I have no idea how to answer either of those possible questions - it depends entirely on the individual business.,14620,I don't think the researcher cared which method I said was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:50:33,2020-12-28 08:56:16,IP Address,166.216.159.96,100,343,True,2020-12-28 08:56:17,R_12QmPCRbeMzUKXs,,,,,42.231597900390625,-83.265899658203125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5f0c7a8888ae1a0b6dd68c12,3,Strong disagreement = 1,Strong disagreement = 1,2,3,Strong agreement = 6,Strong disagreement = 1,Strong disagreement = 1,Asian,Democrat,Liberal,2,3,1,,,,,,,"Based on merit, those needed can receive it.","Better than first come first serve. However, it needs to ensure that it choose businesses randomly."," Only use a points system if it gets money to businesses as quickly as a lottery ",,,,,,,,,,,,,No they should not receive an advantage,,Not important,,45220,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:48:36,2020-12-28 08:56:29,IP Address,74.70.239.69,100,472,True,2020-12-28 08:56:29,R_2uWeUgMCOegnMXF,,,,,43.1060943603515625,-75.2335968017578125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5eb5bca60f43214b20ec5f1a,Strong disagreement = 1,3,3,Strong disagreement = 1,2,Strong agreement = 6,Strong disagreement = 1,2,Asian,Democrat,Liberal,2,3,1,,,,,,,"It seems pretty counterintuitive, but this prioritizes the people that need in the most, specifically women and those of color. Men and the white demographic are more likely to withstand the tragedy that COVID has brought upon us.","A lottery is slightly more fair because at least its unbiased. A first come first served is a great opportunity to allow those with faster internet and/or bribery to occur (not that the lottery couldn't have bribery), but I think it's harder to influence a lottery than a first come first served basis.",Use a points system even if it takes 6 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,Yes they should receive an advantage,Very important,,,13456,"The researcher probably wanted me to say one method was the most fair, but I don't know which method that was.",Thank you,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:50:47,2020-12-28 08:56:28,IP Address,73.182.58.63,100,341,True,2020-12-28 08:56:29,R_2PgIYAkiaKWeedv,,,,,32.077301025390625,-81.0901031494140625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5ea9827240571b08ad6a34d3,2,3,2,2,3,Strong agreement = 6,3,2,Asian,Democrat,Very Liberal,3,2,1,,,,"This way, the businesses that do need the help will be way more likely to get that help.","Businesses are being rewarded for being aware of the government help and proactive in applying for aid, rather than having it be entirely random.",Use a points system even if it takes 1 month longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,Yes they should receive an advantage,Not important,,,31401,The researcher might have wanted me to say points was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:40:01,2020-12-28 08:57:36,IP Address,76.249.131.17,100,1054,True,2020-12-28 08:57:36,R_cILsMQ9GrdnRwFr,,,,,29.7519989013671875,-95.3430023193359375,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,I have read this information and I agree to take part in this study.,5a7648faeea3d300016de063,3,Strong disagreement = 1,3,4,3,Strong agreement = 6,2,3,"Some other race, ethnicity, or origin",No preference,Conservative,2,3,1,,,,,,,"The purpose of the grant is to help the companies whose performances have been adversely affected by the COVID-19 Pandemic. ","No. Lottery is neither a fair nor an intelligent way to distribute the grant. 
The affected companies must be sorted in the descending order of the magnitude of how much their performances have been affected. First-come, First-served in that order would be a fair way of awarding the grants. The lottery is never the right way. It defeats the very purpose of the grant.",Use a points system even if takes 2 months longer to get money to businesses than a lottery,,,,,,,,,,,,,No they should not receive an advantage,,Very important,,77002,I don't think the researcher cared which method I said was the most fair.,N/A,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:52:58,2020-12-28 08:57:53,IP Address,68.108.178.174,100,295,True,2020-12-28 08:57:54,R_1YUJwAovxYffwtP,,,,,36.05859375,-115.08029937744140625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5e14ffee6f6c63b33cf77eb3,2,3,2,2,2,Strong agreement = 6,2,2,White,Democrat,Liberal,2,3,1,,,,,,,"Those that need it most will receive the help ","Just because someone asks first, doesn't mean they deserve it more than others. ",Use a points system even if it takes 1 month longer to get money to businesses than a lottery,,,,,,,,,,,,,Yes they should receive an advantage,Somewhat important,,,89015,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:50:19,2020-12-28 08:57:58,IP Address,96.41.228.213,100,459,True,2020-12-28 08:57:58,R_spdYbjfOTrOpPAR,,,,,43.07000732421875,-89.51059722900390625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,I have read this information and I agree to take part in this study.,5dd5c564dba6345955012868,3,3,3,3,3,Strong agreement = 6,3,Strong disagreement = 1,White,Independent,Very Liberal,,,,2,3,1,,,,Those most in need should get help first.,"Access should be equal or by chance.
",Use a points system even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,,,,They may do better because of need and a history of being last to get help.,53717,I don't think the researcher cared which method I said was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:55:35,2020-12-28 08:58:59,IP Address,98.29.209.130,100,203,True,2020-12-28 08:58:59,R_2ZQSsALCkdGYRf0,,,,,39.5626983642578125,-84.2223968505859375,anonymous,EN,1,I have read this information and I agree to take part in this study.,5e9865351fd0c20522d9d4aa,4,5,5,3,5,Strong agreement = 6,5,4,White,Republican,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,No they should not receive an advantage,,Not important,,45066,The researcher definitely wanted me to say points was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:44:04,2020-12-28 08:59:12,IP Address,73.240.191.157,100,907,True,2020-12-28 08:59:12,R_An5z7mbt3QxaeUF,,,,,45.6378021240234375,-122.523895263671875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5ebdb4d3a814380d7781fbbe,Strong disagreement = 1,4,3,2,2,Strong agreement = 6,3,3,White,Independent,Liberal,2,3,1,,,,,,,"The points system described included points for having been most affected by the pandemic. That should be the primary consideration in allocating pandemic relief funds for businesses. The other criteria are helpful in prioritizing further any aid, to help level the playing field.","First-come first-served prioritizes businesses applying for aid whether or not they really need it. A business owner who perhaps tried to make it on her own without government aid, but later finds she just can’t survive the economic impacts of the pandemic might lose out to some other business that applied early “just in case,” even though the latter owner’s business may have been less impacted by the pandemic.",Use a points system even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,I'm not sure if they should receive an advantage,,,,98671,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:55:16,2020-12-28 08:59:42,IP Address,172.58.184.104,100,266,True,2020-12-28 08:59:43,R_vZklNRbmBf6aCyJ,,,,,36.8009033203125,-76.422698974609375,anonymous,EN,1,I have read this information and I agree to take part in this study.,5fd3e682c19e0c10c7b29f8d,2,3,2,Strong disagreement = 1,Strong disagreement = 1,Strong agreement = 6,Strong disagreement = 1,Strong disagreement = 1,Asian,Democrat,Very Liberal,,,,2,3,1,,,,It seems more based on a factual reason rather than random chance or fast applications.,"Many people do not have the means to apply quickly, eg poor internet or phone reception.",Use a points system even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,,,,"Pretty good, since they are a priority.",24538,I don't think the researcher cared which method I said was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:48:19,2020-12-28 08:59:49,IP Address,24.166.61.47,100,690,True,2020-12-28 08:59:49,R_d0EVvvY3rEut9kZ,,,,,41.0829925537109375,-81.57089996337890625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5fe279c83e41f765b85f02a3,4,4,5,4,3,4,5,4,White,Democrat,Very Conservative,,,,1,3,2,,,,,,,Local governments generally had more businesses ask them for help than they had money to go around.,"Most small businesses have had to make expensive changes to keep operating and have had fewer customers during the pandemic, so they need financial support.",Use a lottery even if it takes 6 weeks longer to get money to businesses than a points system,,,,,,,,,,,,,We know that people who belong to racial minority groups face more barriers to starting a small business and having it succeed.,30318,The researcher definitely wanted me to say points was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 08:39:38,2020-12-28 08:59:58,IP Address,73.79.207.16,100,1220,True,2020-12-28 08:59:58,R_OPWwPWiK5RikZi1,,,,,40.269195556640625,-80.161102294921875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5ebe0fffe718fe000b474854,3,4,4,Strong disagreement = 1,3,Strong agreement = 6,2,Strong disagreement = 1,White,,Liberal,,,,3,2,1,"I think a point system is the most fair because the government can determine which businesses need the most help. also, this system makes sure that minorities owning a small business are taken into account, while the 2 other options don't.","I think this system is better than a lottery because with a lottery, the businesses are selected randomly, and those that need the most help can be discarded and it is unfair. I don't think a first-come, first served system is ideal, but at least it's giving more of a chance to businesses to be selected than the lottery.",Use a points system even if it takes 6 weeks longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,,,,"If minorities are seriously taken into account, I think that method is the best for minority businesses to be selected. So I believe minority-owned businesses would do better than with the 2 other methods.",15342,"The researcher probably wanted me to say one method was the most fair, but I don't know which method that was.",,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:46:18,2020-12-28 09:00:16,IP Address,67.255.116.248,100,838,True,2020-12-28 09:00:17,R_2dF4ExGwFCQJGQe,,,,,42.3574981689453125,-77.30280303955078125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5e2916b49a409c0d7160f318,3,4,4,2,4,Strong agreement = 6,4,4,White,Independent,Moderate,2,3,1,,,,,,,"It focuses on need, where businesses most impacted are more likely to receive the most aid. ","Simply awarding the first business to apply doesn't necessarily mean those most in need are supported, where a random lottery at least weights all businesses equally rather than just the order they applied. Some businesses may have other matters to attend to that mean they couldn't apply as quickly, but that doesn't mean they deserve less of a chance for aid. ",Use a points system even if it takes 1 month longer to get money to businesses than a lottery,,,,,,,,,,,,,I'm not sure if they should receive an advantage,,,,14810,The researcher might have wanted me to say points was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:50:38,2020-12-28 09:01:13,IP Address,99.71.119.17,100,635,True,2020-12-28 09:01:13,R_TdeGEjjLXhYhwDD,,,,,32.6587066650390625,-97.1616973876953125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5edd97e2fd7ffeabca19907a,3,4,3,2,3,Strong agreement = 6,4,4,White,No preference,Not Sure,,,,3,2,1,It gives value to specific characteristics of the business that is not taken into account with the other essentially random methods.,"It is totally based on chance, with no attention to any positive values of the business(such as being diligent about getting application in as soon as possible).",Use a points system even if it takes 2 weeks longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,,,,"They would likely do better, as the points system does include value for experience-learned work habits.",76063,I don't think the researcher cared which method I said was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:54:10,2020-12-28 09:01:18,IP Address,173.172.154.62,100,428,True,2020-12-28 09:01:19,R_1k0Vdx5iUVgWGTx,,,,,26.2140045166015625,-98.32669830322265625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,I have read this information and I agree to take part in this study.,5fe7a6fff0b5ed166040713f,5,4,4,5,4,Strong agreement = 6,3,5,White,Republican,Liberal,,,,2,1,3,,,,,,,,,,,,,"the people who come first must be given the  first priority ",It takes a lot of difficulties to earn points and that is why I choose the lottery system the least .,Use first-come first-served even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,The minor business would do much better than other time this way I think so.,11365,The researcher definitely wanted me to say lottery was the most fair.,It was great,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 08:59:50,2020-12-28 09:01:27,IP Address,68.192.224.24,100,97,True,2020-12-28 09:01:27,R_32ITXita3ZVL2Hl,,,,,40.7050933837890625,-73.2429962158203125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,I have read this information and I agree to take part in this study.,5f1f02dff0628308ca27f3ba,Strong disagreement = 1,2,2,2,2,Strong agreement = 6,2,2,White,Democrat,Very Liberal,,,,,,,,,,,,,,,,,,,,,,,,,I'm not sure if they should receive an advantage,,,,11733,I don't think the researcher cared which method I said was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:53:23,2020-12-28 09:01:27,IP Address,71.88.209.32,100,484,True,2020-12-28 09:01:28,R_21FdCVBhhnyZfzi,,,,,36.52459716796875,-87.34649658203125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5dbc381c2d098c1eda54a2f7,2,3,3,Strong disagreement = 1,2,Strong agreement = 6,2,Strong disagreement = 1,"Hispanic, Latino, or Spanish,Black or African American",Democrat,Very Liberal,2,3,1,,,,,,,"because the first time stimulus went around I saw a lot of talk about how 'small businesses' were considered to be churches or corps even instead of actual people needed help and it just seemed like a very dysfunctional system where basically the majority of the money ended up in the hands of the wealthy rather than the business owners who need it. I believe a points system is better to give help to the people that actually need it, a random few being select will still be inaccurate and first come will just be abused by the ones who dont need it. ","I think a lottery at least makes the picking unbiased while first come first severed is dependent on the person having resources in order to apply in a speedy matter (like wifi and such) and I feel like it would be easier abused. ",Use a points system even if it takes 1 month longer to get money to businesses than a lottery,,,,,,,,,,,,,Yes they should receive an advantage,Somewhat important,,,37040,I don't think the researcher cared which method I said was the most fair.,i hope you have a good new year my dude,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:57:58,2020-12-28 09:01:33,IP Address,71.209.180.123,100,215,True,2020-12-28 09:01:34,R_1kIvZ6VGR2siOVX,,,,,33.5594024658203125,-112.09020233154296875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5fae366541b4ac2840588d43,4,3,4,4,3,Strong agreement = 6,2,Strong disagreement = 1,"Hispanic, Latino, or Spanish",Republican,Conservative,3,2,1,,,,"It is able to quantify the decision basis and businesses can tailor their applications that way.First- Come First served just helps those that have a head start. ","First Come, First serve leaves an element of choice that the businesses can control such as their timing for applying for grants ",Use a points system even if it takes 2 weeks longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,I'm not sure if they should receive an advantage,,,,85028,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:52:27,2020-12-28 09:01:33,IP Address,107.200.36.170,100,546,True,2020-12-28 09:01:34,R_2WTHuJvY7g1Rsyc,,,,,35.9076995849609375,-94.99050140380859375,anonymous,EN,1,I have read this information and I agree to take part in this study.,5d7cde267ec29c001af05507,3,4,3,4,2,Strong agreement = 6,Strong disagreement = 1,Strong disagreement = 1,"Some other race, ethnicity, or origin",Republican,Very Conservative,,,,3,2,1,Because it depends on the damage the small business incurred caused by the COVID19 crisis. It is only fair to the business hardest hit by the pandemic.,Lottery is ignorant way as just odds on drawing a number. This has nothing to do what so ever with the causes of the pandemic.,Use a points system even if it takes 2 weeks longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,,,,"It does not matter, the businesses with MOST damage should get the funding first and foremost. Simple and fairly done.",74578,I don't think the researcher cared which method I said was the most fair.,Thank you. May God bless your endeavors.,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:55:49,2020-12-28 09:01:33,IP Address,144.92.154.84,100,344,True,2020-12-28 09:01:34,R_1CbgWaklh8YKHfj,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,I have read this information and I agree to take part in this study.,5fc277121de4be409f503d0a,4,4,5,2,2,Strong agreement = 6,3,2,White,Independent,Conservative,,,,3,2,1,"It incorporates a reasoning and reproducible system for awarding aid. ","Lottery is totally random. No reproducible or logical method is used. "," Only use a points system if it gets money to businesses as quickly as first-come first-served ",,,,,,,,,,,,,,,,,,,"They should perform better. ",53704,"The researcher probably wanted me to say one method was the most fair, but I don't know which method that was.",,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:49:47,2020-12-28 09:01:34,IP Address,174.73.224.107,100,706,True,2020-12-28 09:01:34,R_2rl667wSHPVEBmn,,,,,33.4889068603515625,-112.2173004150390625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5ed4789b727ce2437dc974c0,3,3,3,3,3,Strong agreement = 6,3,3,White,Independent,Moderate,,,,3,2,1,they was around the longest,because it is based of of whoever applied first," Only use a points system if it gets money to businesses as quickly as first-come first-served ",,,,,,,,,,,,,,,,,,,I think better because they wont have to wait,85323,I don't think the researcher cared which method I said was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:54:57,2020-12-28 09:01:37,IP Address,107.77.197.201,100,399,True,2020-12-28 09:01:37,R_yOOnnRcpFbuIHVn,,,,,32.7787017822265625,-96.8217010498046875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5f55bbd5fc189099844bd057,2,4,4,Strong disagreement = 1,3,Strong agreement = 6,3,3,"White,American Indian or Alaska Native",Republican,Moderate,3,1,2,,,,,,,,,,,,,,,,,,,"Because it’s just fair that the first person in the metaphorical line gets help first. The first people who apply for help should get it first. I’m not sure how to explain, but it’s just fair. ","I think the lottery is least fair, because a person doesn’t have bit of control over whether they get help or not. "," Only use first-come first-served if it gets money to businesses as quickly as a points system ",I'm not sure if they should receive an advantage,,,,74063,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 08:55:57,2020-12-28 09:01:39,IP Address,69.107.152.67,100,341,True,2020-12-28 09:01:39,R_1fl7b5kKKei2LAF,,,,,30.051605224609375,-95.470703125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5fd261e9a99c8e03e7258d03,2,4,3,2,Strong disagreement = 1,Strong agreement = 6,Strong disagreement = 1,2,White,Democrat,Liberal,2,3,1,,,,,,,I believe that this kind of evaluation increases the likelihood that monies will go to address the problems that are intended to be addressed.,"This plan rewards people who have the means, staff, ability and networks to apply early and those aren't necessarily the criteria the monies are seeking to address.",Use a points system even if it takes 1 month longer to get money to businesses than a lottery,,,,,,,,,,,,,Yes they should receive an advantage,Somewhat important,,,78155,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:51:58,2020-12-28 09:01:39,IP Address,107.4.78.94,100,581,True,2020-12-28 09:01:40,R_3k08npKpnZmc6x9,,,,,43.1819000244140625,-83.7238006591796875,anonymous,EN,0.40000000000000002220446049250313080847263336181640625,I have read this information and I agree to take part in this study.,5e42f74f5b772a18434cabf7,Strong disagreement = 1,Strong disagreement = 1,3,3,2,Strong agreement = 6,2,2,White,Other party,Conservative,2,3,1,,,,,,,It takes into account the different factors and gives women a better chance to survive as well,Because most people will be applying in a timely mannor so the lotter is the better choice more fair imo,Use a points system even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,Yes they should receive an advantage,Somewhat important,,,48420,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 08:52:40,2020-12-28 09:01:57,IP Address,47.19.55.254,100,557,True,2020-12-28 09:01:58,R_2TGbdHhnDQYnrie,,,,,40.871002197265625,-73.05100250244140625,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,I have read this information and I agree to take part in this study.,5f5d89dda340225e0c060414,4,4,4,2,4,Strong agreement = 6,4,4,White,Republican,Conservative,1,2,3,,,,,,,,,,,,,"Probably both fair but a lottery is completely random so there is no bias with possibly putting some companies on the top of the pile even if they didn’t apply earliest. ","Because what one thinks is fair is not truly fair. It is unfair to put men owned businesses behind women owned businesses. That carries the assumption that all men are the same—same advantages, same qualities. It’s prejudicial. "," Only use a lottery if it gets money to businesses as quickly as first-come first-served ",,,,,,,No they should not receive an advantage,,Somewhat important,,11740,The researcher might have wanted me to say points was the most fair.,“Fair” is a word that has no meaning in life. It’s a personal judgment with inherent bias,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
