prol_id,choice,fr_why_first_over_second,fr_why_second_over_third,coder,Nonsensical? (1 = yes; 0 = no),Propensity for intentional fraud/system abuse/gaming (including both “this method is better because it does that less” and “this method is worse because it does that more”) by either the applicants or the people allocating the funds,"Ability to help the neediest targets, and/or underserved groups","Extent to which the method requires personal resources, speed of finding out about the program, etc.",Amount of bias/discrimination/level playing field,Extent to which the method(s) allow for or reward applicant effort,Randomness is bad (general) and/or randomness is bad because the funding agency didn’t make enough of an effort to think of a better system,"Considers relevant/appropriate factors  (the preferred method DOES this, and/or the method they don't like does NOT do this)",Women - mentioned,Racial/ethnic minorities - mentioned,Other reasons,Comments on other reasons
5dd94be0fd5b288cf5cfc966,lf,Lottery is random.  First come is more beneficial to people who are tied into the system and hear about the offer first.,The points system seems a little biased in that you get more points if the business is owned by a woman or women.  The points system also takes into account how long the business has existed which seems somewhat irrelevant in that it could have been inherited through generations.,K,0,0,0,1,1,0,0,0,1,0,1,Businesses that have been around longer should not be prioritized
5bd4869946e2010001a10827,lf,It shows no favoritism and gives everyone a fair chance,Because I don't think people should be favored based on their ethnicity,K,0,0,0,0,1,0,0,0,0,1,0,
5e4b0189cdf5a6011838a6a2,pl,"I believe the point system takes in and analyses the most factors, making it the most fair method.","Everyone at least has an equal shot at getting help where first come/served is more of a race, which is ultimately aggravating and not really very fair.",K,0,0,0,1,1,0,0,1,0,0,0,
5c4d5328889752000156a11d,fp,"I think the first-come, first-served approach is probably fairest because it provides a method for motivated respondents to obtain the help they want regardless of the details of their business. This standard can undermine fairness (a large company with no need for the help can still get it), but it at least allows everyone to take the initiative and act according to their need. It seems plausible that those most motivated to act will generally be those most in need. The points system prioritizes need directly but also undermines that action by adding other criteria that may lead to neglect of many companies in need.","A lottery is least fair because while it gives everyone an equal chance of being selected for aid and thus is completely fair in one sense, that sense is completely context-blind. The lottery approach calls to mind the adage ""The law in its majesty forbids rich and poor alike from sleeping under bridges."" A program like this is established in the first place because an unusual state of deprivation has arisen in the commercial sector with particular features whose details, including differential distribution of need, ought to be considered in decision-making.",K,0,0,1,0,0,1,1,0,0,0,0,
5cdf2adac194e800187ad97a,lf,Because of the very nature of lottery. No bias,Because of the criteria involved in the point system,K,0,0,0,0,1,0,0,0,0,0,0,
5ec44da606cb7931f04a35e9,pf,"It seems like a more scientific way to decide, giving money to those businesses most deserving rather than being random. Or just rewarding those who applied the fastest.","It's completely random, helping the worst businesses and the best with equal chances.",K,0,0,1,0,0,1,1,0,0,0,0,
559d9916fdf99b1e2b2dc6b8,pl,"I'm not sure I do, honestly. It just seemed like the best way to apportion limited funds. I don't like some of the criteria mentioned  - for example, length of time in business doesn't mean much if a new business is the only one that can meet some people's needs - but I think that could be changed.",This question is easier to answer. It's because some businesses might not find out about the extra help right away (government being incredibly complicated and not good at communicating what's available). They shouldn't be penalized - lose out on help - just because they didn't apply quickly enough.,K,0,0,0,1,0,0,0,1,0,0,0,
5ea47bda5b1a9807ed89eb76,pl,"The points system seems to give help first to those businesses which need it the most, where the other systems seemed to be more arbitrary.  If the idea is to give help, then those with the greatest need should be helped first.","You cannot apply to something before you know that it exists.  Just because someone hears about the program before you heard about it shouldn't mean they should have priority.  At least the lottery is arbitrary, and favors no one.",K,0,0,1,1,1,0,1,0,0,0,0,
5f59c2adde090d2216ed8cf7,lf,Randomness is better than whoever gets there first,Not sure just felt like the least Plausible,K,0,0,0,0,1,0,0,0,0,0,0,
5fc7b9d699ff53000938a349,pf,"I think it's because it gives people that got hit the worst to be helped first. That sounds more fair to me than pure luck, and by having to apply first.",I think the lottery is the least fair because it's not taking everything into account. It's pure luck to get chosen.,K,0,0,1,0,0,0,1,1,0,0,0,
5fe92ddcadaa09856772443f,pf,A points system would make sure that the businesses most affected by Covid-19 will get the relief they need first. Any of the other choices leave getting the relief up to chance and that is not good.,"Lottery is the worst because it is too luck based. Some companies that don't even need that much help might win. I would rather the businesses who take matter into their own hands and go to sign up as quick as they can, as opposed to leaving it to chance.",K,0,0,1,0,0,1,1,0,0,0,0,
570bc1ffb9b52b00102db939,pf,"It looks at more factors that are likely to cause the business to need financial help, and also helps to prop up businesses that have shown they can be successful by staying around for a long time in normal circumstances. Overall, this increases the odds that the money will actually go to businesses that will recover after the pandemic if given help.","The randomness of the lottery means there is no bias, but it also means that businesses that were quicker to file for help or are better candidates for actually recovering might get shut out of help by businesses that may not have even needed it or would fail anyway.",K,0,0,1,0,0,1,0,1,0,0,0,
5f55bbd5fc189099844bd057,fp,"Because it’s just fair that the first person in the metaphorical line gets help first. The first people who apply for help should get it first. I’m not sure how to explain, but it’s just fair.","I think the lottery is least fair, because a person doesn’t have bit of control over whether they get help or not.",K,0,0,0,0,0,1,1,0,0,0,0,
5f6787c9a3217b3911fc13f1,pl,It has a better chance of getting the most money to people that need it than random people who may be better off.,"I feel that first come first served is no better than the lottery. I think they’re    the same, I just couldn’t give them the same number.",K,0,0,1,0,0,0,1,0,0,0,0,
5c7c73b6f48c6d0001f6f49c,pf,I think it’s better to help businesses that have been around longer to prevent them from losing their place in the community they've been operating in.,Lottery is just random. That’s leaves too much to chance. Aid may come too late if someone had to wait at random for it.,K,0,0,0,0,0,0,1,1,0,0,1,Businesses that have been around longer will be prioritized in the points system
5fe4bf29e7fadb2656b5b77b,pf,"Because it gives the money out to the businesses that truly need it. They might have been run by older people or just people who didn't know how to apply for aid at first, so the first come first serve model doesn't work for them.","There's a chance that the businesses that need the money the most could get the aid in a lottery system, but it's best if they purposefully get selected instead of it just being chance. Businesses that don't need the help will apply too and they shouldn't receive the money if they don't need it.",K,0,0,1,1,0,1,0,0,0,0,0,
5d8aa95dd06260000179442b,pf,Each business should be assessed i ndividully as some need it more than others,The lottery could give money to businesses that do not need it.,K,0,0,1,0,0,0,0,1,0,0,0,
5d7cde267ec29c001af05507,pf,Because it depends on the damage the small business incurred caused by the COVID19 crisis. It is only fair to the business hardest hit by the pandemic.,Lottery is ignorant way as just odds on drawing a number. This has nothing to do what so ever with the causes of the pandemic.,K,0,0,1,0,0,0,1,0,0,0,0,
5f7a2eafa110ce684c905ea9,pl,"A points system will allocate funds in a fairer and more detailed fashion.  There will be failings, but making sure businesses most affected and keeping minority businesses is more important to me.","First come first serve will reward businesses that have the staff (or lawyers etc) on hand that can fill out difficult paperwork the quickest, leaving out smaller less knowledgeable businesses.",K,0,0,1,1,0,0,0,0,0,1,0,
5decaac46e09cf3792805023,pf,It would not be based on luck.,It would be in people's control and not based on luck.,K,0,0,0,0,0,0,1,0,0,0,0,
5c7e91c1973c990016ea72b0,pl,"A weighted system increases the chances that someone who is more affected will receive the money. During initial disbursement of money for COVID-19-affected businesses, large sums of money were given to institutions (e.g., Harvard) and businesses that didn't need it. They took the money because they could.","The ""first-served"" include people who are more connected or informed. Some of the businesses that are most in need are the least in both of these areas. We shouldn't punish people because they weren't first in line.",K,0,0,1,1,0,0,0,0,0,0,0,
5fe272c129db95e5baaa1919,lp,"Among the eligible small businesses, the agency is considering using one of the following three methods to select which 500 small businesses will get a grant.","Among the eligible small businesses, the agency is considering using one of the following three methods to select which 500 small businesses will get a grant.",K,1,0,0,0,0,0,0,0,0,0,0,
5dea76e109c1071948aed0ff,lp,Many businesses are struggling financially due to the pandemic. It is better to randomly select who gets the help because it's impossible to decide who needs it most.,"First come, first serve may be less fair because some businesses might have better connections and resources to get the funding in the first place.",K,0,0,0,1,1,0,0,0,0,0,0,
5f48002958dd331635f1d767,pl,We need our black and minority businesses.  Unjust decisions have been happening for fall too long and these businesses need protection the most.  These are our institutions.  If we do not save our most valued businesses then our small communities will be filled with large corporate run garbage.  A lottery system would not ensure that the businesses that have been around for a long time would get money to keep going.,First-come first-served is a joke.  People are too busy keeping their businesses afloat to be able to go through all the hoops to get these loans and grants.  I work for a smaller business and it was very difficult to manage all that paperwork.  Many of these smaller businesses have to hire out just to have the forms filled out.  They cant afford to keep their employees much less work with their lawyers and finance in time to make it happen quickly.,K,0,0,1,1,0,0,0,0,0,1,0,
5f97d19f018e77000cc67d21,lf,Of eligible applicants it would give no preference to any type of business.,It assumes female run businesses are more deserving than other equal businesses.,K,0,0,0,0,1,0,0,0,1,0,0,
5dd1843cfd5b281f1e24d5c5,pf,"I think a point system that takes into account needs is likelihood of continued success is the most efficient and fairest way to distribute funds. I would apply that to distribution for all government resources, but in the particular scenario, which amounts to essentially providing disaster relief, it seems the most appropriate. I do not, however, support the issue of women based businesses getting priority for this particular program - perhaps a different program would be better suited to assist minority businesses owners (gender, race etc.).",First-come first serve rewards those with the initiative.,K,0,0,1,0,0,1,0,1,1,1,0,
5c0c7e11e2cb880001d10503,fl,Because who ever makes the effort to apply quickly probably needs the money the most.,It’s not fair for people to get money because they are a so called Minority,K,0,0,1,0,1,1,0,0,0,1,0,
5dd3f0719b66eb3cdbbbda08,pl,Businesses that have been serving the community successfully for many years and who were most directly impacted by the shut-downs should be given priority.,"If you are going to randomize which businesses get relief it should be completely random like a lottery, not first-come-first-serve.",K,0,0,1,0,1,0,0,0,0,0,1,Businesses that have been around longest will be prioritized 
5f8d7c592031f106b40c05ec,fl,The earlier shows more seriousness and readiness and they should be consider first to encourage them,picking them at random will be more better than assigning points because the levels of coronavirus differs,K,0,0,0,0,1,1,0,0,0,0,0,
5f4d07b4fae27694de8f5af1,pf,"Each facet of a business is looked at and rated. If a business is seriously in jeopardy, then that facet will reflect that. The other 2 systems do not reflect need.","First come, first served indicates that these businesses are alert and on the ball and likely run their businesses in a more organized fashion and may succeed in the long run.",K,0,0,1,0,0,1,0,1,0,0,0,
5fce819f27e5990c9a9beea7,fl,It is more fair because anyone should try first...,it gives fair chance for all,K,0,0,0,0,1,1,0,0,0,0,0,
5ddca5db83e309c28ebe5c37,pl,"It is the fairest way, since it allows aid to reach mainly the companies that have been most affected.","As the lteria is completely random it gives the same opportunities to all people, unlike the order of arrival.",K,0,0,1,0,1,0,0,0,0,0,0,
5bf08e67d63d690001360a79,pf,Companies that are more likely to go out of business are helped first.,There is too much chance in it for the effort people put out to fill out an application.,K,0,0,1,0,0,1,1,0,0,0,0,
5de01c13c3a15e0a03332169,lp,It is random so unbiased.,Different factors can affect how quickly a business can apply.,K,0,0,0,1,1,0,0,0,0,0,0,
5c261a30b15f050001cefdb4,pl,It helps businesses who need the help the most.,Some small businesses need longer to apply so a lottery will be more helpful for these businesses.,K,0,0,1,1,0,0,0,0,0,0,0,
5e0bd25e67f1703eafedd160,fp,Young companies have a harder time establishing themselves so longevity would be a bad factor in allotting resources.,Rolling the dice is no way to make an informed decision.,K,0,0,0,0,0,0,1,0,0,0,1,Longevity should not be a consideration in any allocation decisions
5f038dc85819b15b08840dfd,pl,Because then the people who are actually suffering will get the most help out of it.,"Because first-come first-served, can be really weird, what if people don't hear about it until its too late.",K,0,0,1,1,0,0,0,0,0,0,0,
5bb6413cb4dca50001df0096,pf,Because it takes into account the full picture of what is affecting the business- not just who applied first.,A lottery is literally just luck- and some people have no luck- it leaves out way too many who potentially need too much help.,K,0,0,1,0,0,0,1,1,0,0,0,
5fdb9e19a4feb001e7bc5ecc,pl,I think that damage should be taken into consideration.,First-come first-served has a higher ability to put more businesses at a disadvantage,K,0,0,1,0,1,0,0,1,0,0,0,
5e842a0eb85d4718ea8a6256,pl,It's needs based instead of random choice.,It doesn't depend on the business's rapid request of application.,K,0,0,1,0,0,0,0,1,0,0,0,
5f83bd668096c118417050c1,pf,"because it looks at the kind of business, how long they been working etc the first come first served might help the most the ones that are very attentive just looking for easy money","lottery seems like something that should not be used for money distribution, especially if we talking about public funds",K,0,0,0,1,0,0,1,1,0,0,0,
5c5dba4ed86a7f000191e5d5,pl,I work with both of these type of systems and my experience is that points based is more effective and fair.,It just rewards people who are quickest to apply. Not a fair barometer.,K,0,0,0,1,0,0,0,1,0,0,0,
5f5d3cc76943f05807b31df5,pf,"While I think every person and business has struggled during this pandemic, I don't think it's accurate to say that everyone has struggled equally. Some businesses need more aid than others, especially if they are being discriminated against for loans etc. because of gender.","The lottery is ""fair"" in the theoretical sense that randomization ensures no bias, but I think you need to take into account the factors of each business and how much they have struggled and the separate challenges they have faced.",K,0,0,1,0,1,0,0,1,0,0,0,
5fc292cdc9e79a3984c29ca8,pl,The business is evaluated for need. This takes someone to look at the business and evaluate the need. Some businesses may apply but not have the dire need of other businesses. Some examples are Tom Brady the football player. He received a big grant yet he just signed a 50 million dollar contract. Same with Joel Osteen the preacher. Why should his church receive assistance when he makes a ton of money.,A lottery makes it fair for everyone.,K,0,0,1,0,1,0,0,0,0,0,0,
5a7dec1d2a842c0001fc7954,lp,I have major issues with discriminating in FAVOR of certain groups such as women so a lottery is probably best to take political correctness of the equation.,Because some small businesses are worthy to receive the funds but don't have the staff to fill out the proper forms,K,0,0,0,1,1,0,0,0,1,0,0,
5eb874e6c1a2497c3e723cdd,lf,"Because it's random and doesn't discriminate since it's just a random lottery, all the tickets are the same",Because it doesn't give new business' that are struggling any chance to receive funding,K,0,0,0,0,1,0,0,0,0,0,1,Longevity should not be considered in any allocation decisions
59235471e937bd0001ca0245,pf,"I think that lottery is the least fair. Also, I think that a points system is more fair than first-come, first-served is because anyone could apply in a first-come, first-serve situation, even those who do not need help from the government.","I think that a lottery is the least fair because it is too random, and people who might need help won't receive it, and those who do receive help might not actually need it.",K,0,0,1,0,0,0,1,0,0,0,0,
5c22f28d70d93a0001201738,pf,It selects the most deserving businesses better than the other methods.,It rewards the businesses based on complete randomness.,K,0,0,0,0,0,0,1,1,0,0,0,
5c314de6d5fc960001d2cb93,fp,"I think some businesses were ready to ask for help right away because they knew how bad their situation was, and they should not have to wait for other businesses who didn't apply as early or who procrastinated.","I think a point system is more fair because there are businesses that need the help much more than others, and that should be determined before money is given and used up by companies that are doing well financially.",K,0,0,1,0,0,1,0,0,0,0,0,
5fd11009a38b0704c941a136,fl,first come first served gives businesses the ability to take initiative,points is based on identity which makes it too political.,K,0,0,0,0,0,1,0,0,1,1,0,
5e790129bd76c94a7b3aa7b6,pf,"if the rubric has been created to limit bias, there is less chance for applicants to be discriminated against","the lottery is based solely on luck.  With the first-come, first-served basis, the small business has inherently demonstrated organization, accountability and preparedness",K,0,0,0,0,1,1,1,0,0,0,0,
5dcf34f64fee9907fc626f0f,pf,"Because they are looking at the individual and their history, efforts. It seems more personalized to me than picking people randomly.",The people who were more aggressive in pursuing this may be in more need.,K,0,0,1,0,0,1,0,1,0,0,0,
5f0df709c887690e5bede0ec,lp,Because with a lottery everyone has an equal chance. With the other two methods there is a better chance for bias. With a lottery no one gets an advantage over anyone else.,It was a toss up between these two but in the end a point system is better because those applying have to put more thought into their applications. A first come first serve system has the potential of funding businesses that don't really need it merely because they quickly filled out the application.,K,0,0,1,0,1,1,0,0,0,0,0,
5f96422e2d1b2050e89a2343,lp,I think it gives an equal chance to all those who reach out for help.,"I don’t think first-come first-served isn’t fair either, but I do like the point-based system to award help to those who need it most, I do see the benefits of that method.",K,0,0,1,0,1,0,0,0,0,0,0,
5e2cb9b8e97bec2e4cd80874,fp,No one wins in a lottery; the points system can be considered unfair to some as it excludes businesses that may be more eligible.,A lottery system may not award grants to more need and/or deserving businesses.,K,0,0,1,0,0,0,1,0,0,0,0,
5e14ee60b63853b11dc2b3f6,lf,It's random and no one has any influence on the outcome.,"It basically chooses who gets money, even if they don't deserve it. Not fair with a points system.",K,0,0,0,0,1,0,0,0,0,0,0,
5f905595f5c81a0e3feee963,lf,Because through the lottery method no one is able to cheat it is just based on luck.,Because women are not the only one that needs support.,K,0,1,0,0,1,0,0,0,1,0,0,
5b3e57b3c2e381000175e656,pf,It seems more a more fair way of being fair.,Because it is decided by chance and not need.,K,0,0,1,0,0,0,1,0,0,0,0,
54837312fdf99b2490ad57b6,lp,Each business is unique. It would be very hard to come up with a truly objective system to determine which businesses need the money the most. A random system gives every business an equal shot.,"Some people could have less time than others to get the form filled out. Maybe they sleep days and work nights, or their internet was down. First-come first-serve is just a luck based system.",K,0,0,0,1,1,0,0,0,0,0,0,
5e2916b49a409c0d7160f318,pl,"It focuses on need, where businesses most impacted are more likely to receive the most aid.","Simply awarding the first business to apply doesn't necessarily mean those most in need are supported, where a random lottery at least weights all businesses equally rather than just the order they applied. Some businesses may have other matters to attend to that mean they couldn't apply as quickly, but that doesn't mean they deserve less of a chance for aid.",K,0,0,1,1,1,0,0,0,0,0,0,
5fa941f4897b8d0670476392,lf,A lottery is the only true way to make honest selections,"The point system specified businesses owned by woman, which is unfair",K,0,0,0,0,1,0,0,0,1,0,0,
55abb1a5fdf99b501fab62e3,pl,A points system takes into account the relevant factors that help determine if a business is eligible for aid.,"Since resources are scare, giving every business the same chance at getting aid is fair.",K,0,0,0,0,1,0,0,1,0,0,0,
5ed6d5c5cd4ef901c97a47d3,lp,because  society it's self is random even things that are coordinated the chances  are all random ultimately,because  it let's fate decide not people,K,0,0,0,0,1,0,0,0,0,0,0,
5e9a2f95fe11450cc4a6b2be,fp,"I feel that if a business is in need of help, they will apply for the assistance and they will do it fast.","I don't believe a lottery would adequately help those in the most need. If a small business that has been around for 30 years is at severe risk of closing and they don't get chosen over a small business that could sustain another 5 years with no help, I don't really believe that is fair.",K,0,0,1,0,0,0,0,1,0,0,0,
5e2d3e464b8a1a33ef37b241,fp,I believe the ones who applied the earliest were the most eager the get financial help and they were the most determined to get back on their feet.,Yes. The government should check some guidelines if the small businessmen who applied are eligible or not.,K,0,0,0,0,0,1,0,1,0,0,0,
5eb2bffa2f51de04d4f35219,fp,"It is the fastest method, not necessarily the fairest. We need to help businesses quickly.",the lottery is the least fair because of its randomness. A point system takes the longest to figure out and thus cannot be the fairest.,K,0,0,0,0,0,0,1,0,0,0,1,Ability to get aid out quickest
5fe0f0cf29598a2ce2cff400,pf,Points system was the most fail than the lottery . on the point system easily identify the business was loss effects of covid 19 .,on lottery system hole presses on the luck but if use fist come fist served use people easily do it .,K,1,0,0,0,0,0,0,0,0,0,0,
5fbb062e91513797e214827d,pf,"Because nothing is ""black and white""  — circumstance have to be considered",It reminds me of gambling.,K,0,0,0,0,0,0,0,1,0,0,0,
5de99abbcaeb600d26c03722,lp,A lottery is completely blind when it comes to choosing businesses for grants. Every business has the same chance.,The points system is not fair to every business  but at least it gives priority to those businesses that need help the most. First come first served is easily manipulated by businesses with better political connections.,K,0,1,1,0,1,0,0,0,0,0,0,
5f1e9b5ffe1f70029559f24c,pl,"Some business will not be hurt as much as other businesses. If the criteria were chose correctly, I think a points system could direct the money where it is most needed.",First-come first served is more likely to benefit businesses with greater resources or connections to local government. A lottery would be better to avoid these types of unfair advantages.,K,0,0,1,1,1,0,0,0,0,0,0,
5ed7b5af65b9ae09f16de102,fl,"If a business need help, they need to be responsible to be one of the first to apply.","A lottery makes it so no one is biased, and every one is on the same footing when trying to get a loan or grant.",K,0,0,0,0,1,1,0,0,0,0,0,
5f9d6c8b87770828f1f08fbe,fl,"Because whoever applies first no matter what gender, situation, etc. is able to get help. There can be no discrimination.",I think a lottery would make it so there could be little to no discrimination.,K,0,0,0,0,1,0,0,0,0,0,0,
5e3730e29367056cd1c6f168,pl,This is the most fair option for me because it gives businesses owned by minorities and women points for just being who they are. I like the idea of awarding points for businesses that had to close (like restaurants) points for the damage done by Covid. I don't like points being given for length of time in business because it is the newer ones that will feel the financial crunch sooner.,"A lottery system will be fairer than first come. I have read about who received assistance in the first Covid bill. Amazingly, Trump & his associates received money while the small businesses were unable to get help. At least with a lottery it can be monitored so it stays fair.",K,0,1,1,0,1,0,0,1,0,0,0,
5bf190bbfb616800014fd571,fp,Because they are the first people that have applied. If others wait to apply they need to take their place.,I don't think you should leave it to chance. People need to get off their butts and recognize the fact that they need help instead of waiting for the last minute.,K,0,0,0,0,0,1,1,0,0,0,0,
5fbb19f73dc031be050019d4,fl,It is the most fair but the least biricratic and likely to prevent scams.,Also more likely to avoid scammers. No way is truly fair.,K,0,1,0,0,1,0,0,0,0,0,0,
5c8541b79c5a3000016b2597,pl,"First come first served penalizes businesses that didn't know that they could apply, or couldn't apply early. Lottery is too random.","First come first served penalizes businesses that didn't know that they could apply, or couldn't apply early.",K,0,0,0,1,0,0,1,0,0,0,0,
5cb33d40f173240019513957,lf,"It is difficult to decide who should get the money when there are so many that need help. If you can only help a fraction of the people, it should be given out impartially.","It picks who loses and wins. It has a political angle that may be unfair in its use. It may place a priority on who the government, more likely a small number of individuals, should get it",K,0,1,0,0,1,0,0,0,0,0,0,
5f8c7f2b781fba0c0c58ef31,pl,"If government were to use a random selection process where names of small businesses were just randomly selected it probably wouldn’t go over very well. For instance, you go to the store and don’t know when or if your name would get called to checkout. You might not make it home in time for dinner. There would likely be many complaints and cries of “this isn’t fair"" so I won't advice lottery. But in Points system the 500 businesses with the most points get funded If they have more covid-19 damages and have been around for longer period.",Because information might not quickly reach those that really needed the fund thus forfeiting the opportunity,K,0,0,1,1,0,0,1,0,0,0,0,
5bf408f7f35e0c000101693a,fl,"That’s the most fair way, because people who really, really need help will be the first to apply.",Yes I do. Because who knows if they will cheat the points.,K,0,1,1,0,0,1,0,0,0,0,0,
5d6fbd3f9ba41b0018d20082,pl,I think evaluating need is a top priority in awarding this aid.,It may not reward those that need the money the most.,K,0,0,1,0,0,0,0,0,0,0,0,
5e9f55237c0db50bb0a02621,pl,"I think that a points system could help to address potential inequalities or disparities in who gets funded. By prioritizing certain minority or female-owned businesses, we could better ensure that those who need help the most receive it.","I think first-come first-served may be likely to unfairly reward larger companies with more resources. They may be most likely to become aware of the aid initially or may have ""know-how"" that other smaller companies do not that make the application process quicker or easier to complete.",K,0,0,1,1,0,0,0,0,0,0,0,
5feaa1772178d1ae84391de6,pf,Because the businesses who need it the most are the ones who SHOULD be able to get the money in the end. It wouldn’t be fair if another business who didn’t need the money as much would get it instead.,"Because the business who was more driven to get the money first deserves to get the money if they make it on time rather than to not get the money at all and let another business take it, even if that business asked for it later.",K,0,0,1,0,0,1,0,0,0,0,0,
5ecd817ec4b2410f177c985e,pl,I think that companies that are making an effort to be more diverse serve the good of the people better.,I think that first come first served doesn't allow for the same level playing field that a lottery would.,K,0,0,1,0,1,0,0,0,0,0,0,
5d96b4f6d0e628001893a1af,fp,Then it's the businesses responsibly to seek the help they need,"The lottery my actually be better for economy then the point system
",K,0,0,0,0,0,1,0,0,0,0,0,
5ddf3a3a23f9f1eabaf02ad5,pl,"I actually don't think race should be a factor because it's like a form of reverse-racism, I do think it should be merit-based and more points should be allocated to the businesses that have suffered the most","I think a lottery system evens the playing field, where as first-come first-served doesn't serve those who happened to find out about the program later than others.",K,0,0,1,1,1,0,0,0,0,0,0,
5b846b48338a930001566887,lf,The lottery will distribute the rewards more randomly. This includes businesses that are hurting more than businesses that have lawyers and staff to navigate the other choices.,Points systems will inevitably lead to cheating. Like claiming to be a woman run enterprise when it becomes advantageous.,K,0,1,0,0,1,0,0,0,0,0,0,
5fc56dbc2cd19d0b7c643d18,lf,It gives all businesses time to enter.,"I think the points system is the least fair because there is too much reliance on a just system put in place by just people, too much room for motives to direct how the funds are distributed.",K,0,1,0,1,0,0,0,0,0,0,0,
5e956f2dfd282d3f0938a683,fp,Because if they really want assistance they would go for it.,Because it randomly choose n it could be someone not eligible,K,0,0,0,0,0,1,1,0,0,0,0,
59a1de0cec2f75000124eeaf,pl,I'm not sure this was very close. But a lottery might end up helping someone who doesn't need as much help.,First come first serve also might end up helping someone who doesn't need as much help.,K,0,0,1,0,0,0,0,0,0,0,0,
5f51530ebc50f53857d60824,lp,"Because it does not give precedence based on nonobjective criteria or pit businesses against each other. I think a business being around for longer is a weird moral judgment, an first-come first-served fosters a culture of competition instead of cooperation/collaboration/support.",Because it fosters a culture of competition instead of cooperation/collaboration/support.,K,0,0,0,0,1,0,0,1,0,0,1,Do not like putting businesses in competition with each other
58a202ac66e4640001c52bfd,pf,A points system allows more help to businesses that are disadvantaged like those who are more affected by covid and those run by women. Help should go to those who need it most. Points system allows for this allocation.,"Lottery assumes all businesses are equal in their need and does not differentiate between them.  In our society, at minimum everything is first come first serve.  At minimum, we must use initiative and be awarded for initiative.",K,0,0,1,0,0,1,0,0,0,0,0,
5b9efb73d1ff7a00013bfe84,pl,You need to keep the money out of the hands of giant corporations.  They have teams of attorneys and lobbyists with their hands out always.,Because those with power will have the most information and will grab up the funds ASAP.,K,0,1,0,1,0,0,0,0,0,0,0,
5c97df1f9e1eff001662ed96,lf,If it is known that it is a lottery than everyone has an equal chance of getting help versus a first come first served for those who need the help but didn't do it in time.,"Overall I think a points system would be the best, but giving more points for it solely based on being women owned is discrimination against men and the least fair.",K,0,0,0,0,1,0,0,0,1,0,0,
5d31d940814d1c0001c69c5a,pl,It takes ability to survive into account.,"Because it does not take into account 1) any of the factors that matter with regard to survival and                          2)a more deserving business might find out about the scheme later, or be dealing with a crisis when the news of the money is announced.",K,0,0,0,1,0,0,0,1,0,0,0,
5fc44569444cef8809245f94,pf,"It's using actual statistics than just randomly selecting a business, whether they sign up first, or are randomly chosen.",It's random.  Businesses need to be selected on their essential-ness.,K,0,0,1,0,0,0,0,1,0,0,0,
5e890b0a3fca4e5a713d7eba,pl,There need to be something to identify need,It should not just be a who can rush to submit first thing,K,0,0,1,1,0,0,0,0,0,0,0,
5f620b8d168a6509edfce903,pl,Because the businesses that actually need help will be the ones to get it.,Because businesses with more resources will be able to apply first,K,0,0,1,1,0,0,0,0,0,0,0,
5d1e5ece2e9ac30016b522c5,fl,They can register faster.,It would be very subjective.,K,0,0,0,0,1,1,0,0,0,0,0,
5fe35b1930cadf7ccf821107,pl,A points system seems fairer because it focuses on the business that has been hit the hardest due to the pandemic rather than just being quick to apply or randomly winning.,First-come-first-served is the least fair because it rewards those who are able to fill the form quicker. Some business owners have to focus on their business and can't be the first ones to apply like those who have employees who can run the business while they apply.,K,0,0,1,1,0,0,0,0,0,0,0,
5a21b2e1e473b80001baaa09,fp,the points system favors minority businesses.I am not a minority.,The lottery does not consider how long a business has served the local community.,K,0,0,0,0,0,0,1,1,0,1,0,
5ee00352b3595e34fe2428c4,pf,I think it would be more fair because it helps for people who may not know about it and were too late for the first come first serve.,I think first come first served is more fair because it gives credit to people who pay attention and who are knowledgeable about what the government is doing.,K,0,0,1,0,0,1,0,0,0,0,0,
5dd72d2883e3096d755c0f14,pf,Because it has a better chance of getting the money to the businesses that actually need it and will benefit from it.,It's just too random. At least reward people who had the initiative to take fast action.,K,0,0,1,0,0,1,1,0,0,0,0,
5ea7b13e8ac6491a2050e619,pl,"It actually considers WHY a business needs the money rather than randomly or if the business has TIME, energy and hears about the funding.","It would make it a matter of if a business owner as the time, energy and organization skills to do it if it was based on first-come first served. This way all would get a fighting chance.",K,0,0,1,1,1,0,0,0,0,0,0,
5f079536db2246057cc1109c,lp,I feel that since it is random that is the most fair. The points system could introduce bias into who was selected making not as fair as the lottery. The first come first serve is not fair due to those applying first maybe had more means to know about the grant than others and that isn’t fair to me.,Points is fairer because I just think the first come first serve will be biased to those who may have better means and would have known earlier about the grant. Lottery doesn’t take into account the needs of those who apply.,K,0,0,0,1,1,0,0,0,0,0,0,
5f17553ce0feb10c3dd2b16a,pf,"First come, first serve would work best for larger companies with the extra staff available to take time away from business to attend to finding out about and applying to assistance programs. A woman running a custom decorated cookie business out of her kitchen while maintaining her home and family doesn't have time to do this. A points system can be ""gamed"" by companies that have access to local political leaders","A lottery takes no consideration for how long a company has been serving a neighborhood, or that a particular company is the only place offering a niche service",K,0,1,0,1,0,0,0,1,0,0,0,
5d093caa2b420b00018e444a,lf,There is no bias involved,It rewards based on gender,K,0,0,0,0,1,0,0,0,1,0,0,
